"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2020-9484,CWE-502 Deserialization of Untrusted Data,"When using Apache Tomcat versions 10.0.0-M1 to 10.0.0-M4, 9.0.0.M1 to 9.0.34, 8.5.0 to 8.5.54 and 7.0.0 to 7.0.103 if a) an attacker is able to control the contents and name of a file on the server; and b) the server is configured to use the PersistenceManager with a FileStore; and c) the PersistenceManager is configured with sessionAttributeValueClassNameFilter=""null"" (the default unless a SecurityManager is used) or a sufficiently lax filter to allow the attacker provided object to be deserialized; and d) the attacker knows the relative file path from the storage location used by FileStore to the file the attacker has control over; then, using a specifically crafted request, the attacker will be able to trigger remote code execution via deserialization of the file under their control. Note that all of conditions a) to d) must be true for the attack to succeed.",NVD,MEDIUM,4.4,/AV:L/AC:M/Au:N/C:P/I:P/A:P,HIGH,7.0,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2021-24122,CWE-200 Information Exposure,"When serving resources from a network location using the NTFS file system, Apache Tomcat versions 10.0.0-M1 to 10.0.0-M9, 9.0.0.M1 to 9.0.39, 8.5.0 to 8.5.59 and 7.0.0 to 7.0.106 were susceptible to JSP source code disclosure in some configurations. The root cause was the unexpected behaviour of the JRE API File.getCanonicalPath() which in turn was caused by the inconsistent behaviour of the Windows API (FindFirstFileW) in some circumstances.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2021-25122,CWE-200 Information Exposure,"When responding to new h2c connection requests, Apache Tomcat versions 10.0.0-M1 to 10.0.0, 9.0.0.M1 to 9.0.41 and 8.5.0 to 8.5.61 could duplicate request headers and a limited amount of request body from one request to another meaning user A and user B could both see the results of user A's request.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2021-25329,NVD-CWE-noinfo,"The fix for CVE-2020-9484 was incomplete. When using Apache Tomcat 10.0.0-M1 to 10.0.0, 9.0.0.M1 to 9.0.41, 8.5.0 to 8.5.61 or 7.0.0. to 7.0.107 with a configuration edge case that was highly unlikely to be used, the Tomcat instance was still vulnerable to CVE-2020-9494. Note that both the previously published prerequisites for CVE-2020-9484 and the previously published mitigations for CVE-2020-9484 also apply to this issue.",NVD,MEDIUM,4.4,/AV:L/AC:M/Au:N/C:P/I:P/A:P,HIGH,7.0,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2021-30640,CWE-287 Improper Authentication,A vulnerability in the JNDI Realm of Apache Tomcat allows an attacker to authenticate using variations of a valid user name and/or to bypass some of the protection provided by the LockOut Realm. This issue affects Apache Tomcat 10.0.0-M1 to 10.0.5; 9.0.0.M1 to 9.0.45; 8.5.0 to 8.5.65.,NVD,MEDIUM,5.8,/AV:N/AC:M/Au:N/C:P/I:P/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:N,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2021-33037,CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),"Apache Tomcat 10.0.0-M1 to 10.0.6, 9.0.0.M1 to 9.0.46 and 8.5.0 to 8.5.66 did not correctly parse the HTTP transfer-encoding request header in some circumstances leading to the possibility to request smuggling when used with a reverse proxy. Specifically: - Tomcat incorrectly ignored the transfer encoding header if the client declared it would only accept an HTTP/1.0 response; - Tomcat honoured the identify encoding; and - Tomcat did not ensure that, if present, the chunked encoding was the final encoding.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-websocket-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-websocket-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",03ac519ccda43a838b7b4aeb9ca2f1b5,52f07abcae10dc7e1764304b0877def175c2c833,pkg:maven/org.apache.tomcat.embed/tomcat-embed-websocket@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2017-15706,CWE-358 Improperly Implemented Security Check for Standard,"As part of the fix for bug 61201, the documentation for Apache Tomcat 9.0.0.M22 to 9.0.1, 8.5.16 to 8.5.23, 8.0.45 to 8.0.47 and 7.0.79 to 7.0.82 included an updated description of the search algorithm used by the CGI Servlet to identify which script to execute. The update was not correct. As a result, some scripts may have failed to execute as expected and other scripts may have been executed unexpectedly. Note that the behaviour of the CGI servlet has remained unchanged in this regard. It is only the documentation of the behaviour that was wrong and has been corrected.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-websocket-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-websocket-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",03ac519ccda43a838b7b4aeb9ca2f1b5,52f07abcae10dc7e1764304b0877def175c2c833,pkg:maven/org.apache.tomcat.embed/tomcat-embed-websocket@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-11784,CWE-601 URL Redirection to Untrusted Site ('Open Redirect'),"When the default servlet in Apache Tomcat versions 9.0.0.M1 to 9.0.11, 8.5.0 to 8.5.33 and 7.0.23 to 7.0.90 returned a redirect to a directory (e.g. redirecting to '/foo/' when the user requested '/foo') a specially crafted URL could be used to cause the redirect to be generated to any URI of the attackers choice.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,4.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-websocket-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-websocket-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",03ac519ccda43a838b7b4aeb9ca2f1b5,52f07abcae10dc7e1764304b0877def175c2c833,pkg:maven/org.apache.tomcat.embed/tomcat-embed-websocket@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-1304,NVD-CWE-noinfo,"The URL pattern of """" (the empty string) which exactly maps to the context root was not correctly handled in Apache Tomcat 9.0.0.M1 to 9.0.4, 8.5.0 to 8.5.27, 8.0.0.RC1 to 8.0.49 and 7.0.0 to 7.0.84 when used as part of a security constraint definition. This caused the constraint to be ignored. It was, therefore, possible for unauthorised users to gain access to web application resources that should have been protected. Only security constraints with a URL pattern of the empty string were affected.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-websocket-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-websocket-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",03ac519ccda43a838b7b4aeb9ca2f1b5,52f07abcae10dc7e1764304b0877def175c2c833,pkg:maven/org.apache.tomcat.embed/tomcat-embed-websocket@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-1305,NVD-CWE-noinfo,"Security constraints defined by annotations of Servlets in Apache Tomcat 9.0.0.M1 to 9.0.4, 8.5.0 to 8.5.27, 8.0.0.RC1 to 8.0.49 and 7.0.0 to 7.0.84 were only applied once a Servlet had been loaded. Because security constraints defined in this way apply to the URL pattern and any URLs below that point, it was possible - depending on the order Servlets were loaded - for some security constraints not to be applied. This could have exposed resources to users who were not authorised to access them.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:P/I:N/A:N,MEDIUM,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-websocket-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-websocket-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",03ac519ccda43a838b7b4aeb9ca2f1b5,52f07abcae10dc7e1764304b0877def175c2c833,pkg:maven/org.apache.tomcat.embed/tomcat-embed-websocket@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-1336,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),"An improper handing of overflow in the UTF-8 decoder with supplementary characters can lead to an infinite loop in the decoder causing a Denial of Service. Versions Affected: Apache Tomcat 9.0.0.M9 to 9.0.7, 8.5.0 to 8.5.30, 8.0.0.RC1 to 8.0.51, and 7.0.28 to 7.0.86.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-websocket-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-websocket-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",03ac519ccda43a838b7b4aeb9ca2f1b5,52f07abcae10dc7e1764304b0877def175c2c833,pkg:maven/org.apache.tomcat.embed/tomcat-embed-websocket@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-8014,CWE-1188,"The defaults settings for the CORS filter provided in Apache Tomcat 9.0.0.M1 to 9.0.8, 8.5.0 to 8.5.31, 8.0.0.RC1 to 8.0.52, 7.0.41 to 7.0.88 are insecure and enable 'supportsCredentials' for all origins. It is expected that users of the CORS filter will have configured it appropriately for their environment rather than using it in the default configuration. Therefore, it is expected that most users will not be impacted by this issue.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-websocket-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-websocket-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",03ac519ccda43a838b7b4aeb9ca2f1b5,52f07abcae10dc7e1764304b0877def175c2c833,pkg:maven/org.apache.tomcat.embed/tomcat-embed-websocket@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-8034,CWE-295 Improper Certificate Validation,"The host name verification when using TLS with the WebSocket client was missing. It is now enabled by default. Versions Affected: Apache Tomcat 9.0.0.M1 to 9.0.9, 8.5.0 to 8.5.31, 8.0.0.RC1 to 8.0.52, and 7.0.35 to 7.0.88.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-websocket-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-websocket-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",03ac519ccda43a838b7b4aeb9ca2f1b5,52f07abcae10dc7e1764304b0877def175c2c833,pkg:maven/org.apache.tomcat.embed/tomcat-embed-websocket@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-8037,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),"If an async request was completed by the application at the same time as the container triggered the async timeout, a race condition existed that could result in a user seeing a response intended for a different user. An additional issue was present in the NIO and NIO2 connectors that did not correctly track the closure of the connection when an async request was completed by the application and timed out by the container at the same time. This could also result in a user seeing a response intended for another user. Versions Affected: Apache Tomcat 9.0.0.M9 to 9.0.9 and 8.5.5 to 8.5.31.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-websocket-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-websocket-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",03ac519ccda43a838b7b4aeb9ca2f1b5,52f07abcae10dc7e1764304b0877def175c2c833,pkg:maven/org.apache.tomcat.embed/tomcat-embed-websocket@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2019-0199,CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'),"The HTTP/2 implementation in Apache Tomcat 9.0.0.M1 to 9.0.14 and 8.5.0 to 8.5.37 accepted streams with excessive numbers of SETTINGS frames and also permitted clients to keep streams open without reading/writing request/response data. By keeping streams open for requests that utilised the Servlet API's blocking I/O, clients were able to cause server-side threads to block eventually leading to thread exhaustion and a DoS.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-websocket-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-websocket-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",03ac519ccda43a838b7b4aeb9ca2f1b5,52f07abcae10dc7e1764304b0877def175c2c833,pkg:maven/org.apache.tomcat.embed/tomcat-embed-websocket@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2019-0221,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"The SSI printenv command in Apache Tomcat 9.0.0.M1 to 9.0.0.17, 8.5.0 to 8.5.39 and 7.0.0 to 7.0.93 echoes user provided data without escaping and is, therefore, vulnerable to XSS. SSI is disabled by default. The printenv command is intended for debugging and is unlikely to be present in a production website.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-websocket-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-websocket-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",03ac519ccda43a838b7b4aeb9ca2f1b5,52f07abcae10dc7e1764304b0877def175c2c833,pkg:maven/org.apache.tomcat.embed/tomcat-embed-websocket@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2019-0232,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"When running on Windows with enableCmdLineArguments enabled, the CGI Servlet in Apache Tomcat 9.0.0.M1 to 9.0.17, 8.5.0 to 8.5.39 and 7.0.0 to 7.0.93 is vulnerable to Remote Code Execution due to a bug in the way the JRE passes command line arguments to Windows. The CGI Servlet is disabled by default. The CGI option enableCmdLineArguments is disable by default in Tomcat 9.0.x (and will be disabled by default in all versions in response to this vulnerability). For a detailed explanation of the JRE behaviour, see Markus Wulftange's blog (https://codewhitesec.blogspot.com/2016/02/java-and-command-line-injections-in-windows.html) and this archived MSDN blog (https://web.archive.org/web/20161228144344/https://blogs.msdn.microsoft.com/twistylittlepassagesallalike/2011/04/23/everyone-quotes-command-line-arguments-the-wrong-way/).",NVD,HIGH,9.3,/AV:N/AC:M/Au:N/C:C/I:C/A:C,HIGH,8.1,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-websocket-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-websocket-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",03ac519ccda43a838b7b4aeb9ca2f1b5,52f07abcae10dc7e1764304b0877def175c2c833,pkg:maven/org.apache.tomcat.embed/tomcat-embed-websocket@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2019-10072,CWE-667 Improper Locking,The fix for CVE-2019-0199 was incomplete and did not address HTTP/2 connection window exhaustion on write in Apache Tomcat versions 9.0.0.M1 to 9.0.19 and 8.5.0 to 8.5.40 . By not sending WINDOW_UPDATE messages for the connection window (stream 0) clients were able to cause server-side threads to block eventually leading to thread exhaustion and a DoS.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,26
